,experiment,human_role,map,game_time,is_time_success,user_num_of_uter,user_mean_uter,user_total_uter,user_num_of_en,user_num_of_es,user_num_of_mix,user_num_of_inter_cs,% entrainment - all dialog,% entrainment - on bot inter-sentential cs,bot_num_of_uter,bot_mean_uter,bot_total_uter,bot_num_of_en,bot_num_of_es,bot_num_of_mix,bot_num_of_inter_cs,How much did you enjoy the task?,How successful do you think you were at completing the task?,dist_score
364,Random CS,navigator,1,420,0,8,4.5,36,8,0,0,0,0.75,0.5,15,9.933333333333334,149,7,4,4,2,91,64,0.9855072463768116
365,Random CS,instructor,2,420,0,6,11.666666666666666,70,6,0,0,0,0.5,0.3333333333333333,13,7.538461538461538,98,6,5,2,4,87,92,0.9855072463768116
366,Random CS,navigator,3,420,0,10,4.7,47,10,0,0,0,0.4,0.5,17,13.470588235294118,229,5,10,2,4,83,60,0.9866666666666667
367,GPT navigator #2,instructor,0,420,0,7,2.2857142857142856,16,7,0,0,0,1.0,0,8,24.625,197,8,0,0,0,96,100,
368,GPT navigator #2,instructor,1,420,0,7,2.7142857142857144,19,7,0,0,0,1.0,0,7,24.714285714285715,173,7,0,0,0,95,95,
369,GPT navigator #2,instructor,2,260,1,6,3.1666666666666665,19,6,0,0,0,1.0,0,7,31.285714285714285,219,7,0,0,0,100,100,
370,Short-context CS,instructor,0,223,1,14,8.714285714285714,122,14,0,0,0,0.5714285714285714,0.45454545454545453,27,8.62962962962963,233,18,6,3,12,36,63,
371,Short-context CS,navigator,1,233,1,13,4.615384615384615,60,13,0,0,0,0.5384615384615384,0.5,23,12.173913043478262,280,16,6,1,11,23,79,0.782608695652174
372,Short-context CS,instructor,2,135,1,6,16.166666666666668,97,6,0,0,0,0.3333333333333333,0.4,12,6.5,78,6,5,0,5,95,96,0.782608695652174
373,Short-context CS,navigator,3,239,1,14,3.2857142857142856,46,14,0,0,0,0.5714285714285714,0.5,27,12.703703703703704,343,19,6,2,12,5,26,1.24
374,GPT instructor #2,navigator,0,294,1,10,2.7,27,10,0,0,0,1.0,0,11,38.90909090909091,428,11,0,0,0,100,100,0.7926829268292683
375,GPT instructor #2,navigator,1,302,1,13,2.6923076923076925,35,13,0,0,0,1.0,0,14,28.214285714285715,395,14,0,0,0,74,65,0.5362318840579711
376,GPT instructor #2,navigator,2,420,0,9,1.8888888888888888,17,8,1,0,1,0.8888888888888888,0,10,27.0,270,10,0,0,0,72,83,1.2
377,GPT navigator #2,instructor,0,420,0,8,10.125,81,8,0,0,0,1.0,0,9,15.555555555555555,140,9,0,0,0,83,19,
378,GPT navigator #2,instructor,1,420,0,6,8.166666666666666,49,6,0,0,0,1.0,0,7,17.0,119,7,0,0,0,3,0,
379,GPT navigator #2,instructor,2,420,0,9,9.444444444444445,85,9,0,0,0,1.0,0,10,21.6,216,10,0,0,0,91,99,
380,Alternation #3,instructor,0,334,1,6,25.833333333333332,155,6,0,0,0,1.0,0,7,29.428571428571427,206,7,0,0,0,100,96,
381,Alternation #3,navigator,1,417,1,9,10.555555555555555,95,9,0,0,0,1.0,0,10,29.6,296,10,0,0,0,100,72,1.173913043478261
382,Alternation #3,instructor,2,291,1,4,39.0,156,4,0,0,0,1.0,0,5,46.8,234,5,0,0,0,100,100,1.173913043478261
383,Alternation #3,navigator,3,420,0,15,6.266666666666667,94,15,0,0,0,1.0,0,16,32.0,512,15,0,1,0,100,42,0.8133333333333334
384,Alternation #2,instructor,0,321,1,10,10.1,101,10,0,0,0,1.0,0,11,20.181818181818183,222,11,0,0,0,19,67,
385,Alternation #2,navigator,1,379,1,8,13.625,109,8,0,0,0,1.0,0,9,23.333333333333332,210,9,0,0,0,18,86,0.5797101449275363
386,Alternation #2,instructor,2,420,0,17,10.352941176470589,176,17,0,0,0,1.0,0,18,38.166666666666664,687,18,0,0,0,35,31,0.5797101449275363
387,Alternation #2,navigator,3,390,1,9,13.88888888888889,125,9,0,0,0,1.0,0,10,29.7,297,10,0,0,0,43,75,0.64
388,Align Last User CS,instructor,0,172,1,5,10.2,51,4,1,0,1,0.8,1.0,11,12.909090909090908,142,8,3,0,1,100,100,
389,Align Last User CS,navigator,1,258,1,11,4.2727272727272725,47,11,0,0,0,0.9090909090909091,1.0,21,10.428571428571429,219,20,1,0,1,16,81,0.7681159420289855
390,Align Last User CS,instructor,2,185,1,6,13.0,78,6,0,0,0,1.0,0,12,8.75,105,10,0,2,0,98,99,0.7681159420289855
391,Align Last User CS,navigator,3,249,1,10,4.4,44,10,0,0,0,1.0,0,19,13.473684210526315,256,18,0,1,0,35,100,0.6266666666666667
392,Alternation #3,instructor,0,363,1,8,20.25,162,8,0,0,0,1.0,0,9,34.333333333333336,309,9,0,0,0,65,75,
393,Alternation #3,navigator,1,353,1,16,3.25,52,16,0,0,0,1.0,0,17,26.352941176470587,448,17,0,0,0,63,76,0.34782608695652173
394,Alternation #3,instructor,2,407,1,12,15.333333333333334,184,12,0,0,0,1.0,0,13,27.384615384615383,356,13,0,0,0,37,55,0.34782608695652173
395,Alternation #3,navigator,3,420,0,17,2.6470588235294117,45,17,0,0,0,1.0,0,18,23.444444444444443,422,18,0,0,0,27,19,1.0666666666666667
396,Alternation #2,instructor,0,242,1,9,9.777777777777779,88,9,0,0,0,1.0,0,10,35.2,352,10,0,0,0,87,100,
397,Alternation #2,navigator,1,403,1,13,4.076923076923077,53,13,0,0,0,1.0,0,13,29.076923076923077,378,13,0,0,0,63,31,2.246376811594203
398,Alternation #2,instructor,2,172,1,9,11.222222222222221,101,9,0,0,0,1.0,0,10,23.9,239,10,0,0,0,70,80,2.246376811594203
399,Alternation #2,navigator,3,270,1,11,5.090909090909091,56,11,0,0,0,1.0,0,12,28.916666666666668,347,12,0,0,0,50,43,0.7066666666666667
400,GPT navigator #1,instructor,0,300,0,10,9.6,96,10,0,0,0,1.0,0,8,13.375,107,8,0,0,0,71,96,
401,GPT navigator #1,instructor,1,300,0,9,11.555555555555555,104,9,0,0,0,1.0,0,7,23.0,161,7,0,0,0,84,88,
402,GPT navigator #1,instructor,2,240,1,11,5.909090909090909,65,11,0,0,0,1.0,0,11,22.363636363636363,246,11,0,0,0,97,94,
403,Short-context CS,instructor,0,241,1,7,4.0,28,0,7,0,0,0.5714285714285714,0.5,14,8.071428571428571,113,3,9,2,5,100,100,
404,Short-context CS,navigator,1,402,1,17,2.176470588235294,37,1,15,0,2,0.5294117647058824,0.5,28,9.25,259,14,10,3,11,0,50,1.5507246376811594
405,Short-context CS,instructor,2,112,1,5,4.8,24,0,5,0,0,0.8,0.6666666666666666,10,6.0,60,3,6,1,3,95,100,1.5507246376811594
406,Short-context CS,navigator,3,414,1,12,1.6666666666666667,20,4,8,0,7,0.8333333333333334,0.75,23,10.130434782608695,233,12,8,3,9,8,50,1.6933333333333334
407,Switch Last User CS,instructor,0,321,1,7,8.0,56,4,3,0,2,0.42857142857142855,0.0,14,7.642857142857143,107,6,7,1,2,34,71,
408,Switch Last User CS,navigator,1,420,0,11,1.0,11,8,2,0,1,0.36363636363636365,0,20,12.6,252,5,11,4,1,13,11,0.9855072463768116
409,Switch Last User CS,instructor,2,420,0,1,1.0,1,1,0,0,0,0.0,0,3,6.666666666666667,20,0,3,0,0,50,50,0.9855072463768116
410,Switch Last User CS,navigator,3,420,0,0,0,0.0,0,0,0,0,0,0,1,3.0,3,0,0,1,0,31,37,0.9866666666666667
411,Alternation #5,instructor,0,233,1,8,11.125,89,8,0,0,0,1.0,0,16,5.875,94,15,0,1,0,76,60,
412,Alternation #5,navigator,1,334,1,9,6.111111111111111,55,9,0,0,0,1.0,0,17,14.882352941176471,253,16,0,1,0,12,32,1.3478260869565217
413,Alternation #5,instructor,2,246,1,7,16.285714285714285,114,7,0,0,0,0.8571428571428571,1.0,13,8.307692307692308,108,10,1,2,1,92,57,1.3478260869565217
414,Alternation #5,navigator,3,326,1,12,7.416666666666667,89,12,0,0,0,1.0,0,23,11.347826086956522,261,21,0,2,0,58,44,0.96
415,Short-context CS,instructor,0,191,1,7,16.0,112,0,7,0,0,0.5714285714285714,0.5,11,10.454545454545455,115,3,7,1,5,90,93,
416,Short-context CS,navigator,1,420,0,14,3.7857142857142856,53,1,10,3,2,0.8571428571428571,0.7142857142857143,25,14.04,351,5,13,7,7,31,17,0.9855072463768116
417,Short-context CS,instructor,2,149,1,5,11.2,56,0,2,3,0,1.0,1.0,10,9.2,92,3,5,2,4,66,75,0.9855072463768116
418,Short-context CS,navigator,3,252,1,10,4.5,45,2,5,3,2,0.9,1.0,19,13.105263157894736,249,11,6,2,9,36,44,1.72
419,Switch Last User CS,instructor,0,176,1,6,7.0,42,1,1,4,0,1.0,0.0,12,9.416666666666666,113,9,2,1,2,62,98,
420,Switch Last User CS,navigator,1,407,1,11,9.272727272727273,102,2,0,9,0,1.0,1.0,22,10.772727272727273,237,15,5,2,3,70,100,0.6956521739130435
421,Switch Last User CS,instructor,2,189,1,5,17.8,89,0,0,5,0,1.0,0,11,5.181818181818182,57,9,0,1,0,74,100,0.6956521739130435
422,Switch Last User CS,navigator,3,69,1,11,7.181818181818182,79,2,3,6,2,0.9090909090909091,1.0,20,13.25,265,11,9,0,5,32,87,0.8533333333333334
423,Short-context CS,instructor,0,175,1,7,5.428571428571429,38,6,1,0,1,0.5714285714285714,0.5,14,8.428571428571429,118,5,7,1,6,70,84,
424,Short-context CS,navigator,1,359,1,16,1.0,16,16,0,0,0,0.625,0.5,28,10.607142857142858,297,18,8,2,13,78,72,1.6666666666666667
425,Short-context CS,instructor,2,114,1,8,8.5,68,8,0,0,0,0.625,0.5,15,6.133333333333334,92,9,4,2,7,74,54,1.6666666666666667
426,Short-context CS,navigator,3,420,0,23,1.0,23,23,0,0,0,0.5217391304347826,0.47058823529411764,34,10.617647058823529,361,21,11,2,18,60,67,0.9866666666666667
427,Align Last User CS,instructor,0,420,0,6,13.166666666666666,79,0,5,1,0,1.0,0,13,11.538461538461538,150,0,12,1,0,100,100,
428,Align Last User CS,navigator,1,420,0,10,2.8,28,0,10,0,0,1.0,0,19,13.526315789473685,257,0,15,4,0,100,35,0.9855072463768116
429,Align Last User CS,instructor,2,401,1,4,25.25,101,1,0,3,0,1.0,1.0,9,10.333333333333334,93,7,2,0,2,100,100,0.9855072463768116
430,Align Last User CS,navigator,3,420,0,11,2.090909090909091,23,0,11,0,0,1.0,0,18,15.38888888888889,277,0,15,3,0,100,91,0.9866666666666667
431,Switch Last User CS,instructor,0,238,1,2,53.5,107,1,0,1,0,1.0,0,5,18.0,90,2,2,1,1,76,90,
432,Switch Last User CS,navigator,1,420,0,15,2.8666666666666667,43,8,6,1,9,0.8666666666666667,0.8181818181818182,26,13.807692307692308,359,10,15,1,11,57,61,0.9855072463768116
433,Switch Last User CS,instructor,2,274,1,4,30.5,122,1,0,3,0,1.0,0,9,12.222222222222221,110,0,8,1,0,69,90,0.9855072463768116
434,Switch Last User CS,navigator,3,376,1,14,3.5,49,7,6,1,10,0.8571428571428571,0.8888888888888888,23,11.695652173913043,269,11,11,1,10,27,57,1.3866666666666667
435,Alternation #3,instructor,0,247,1,8,11.375,91,8,0,0,0,1.0,0,9,26.77777777777778,241,9,0,0,0,74,80,
436,Alternation #3,navigator,1,420,0,17,3.9411764705882355,67,17,0,0,0,1.0,0,18,31.61111111111111,569,18,0,0,0,19,84,0.9855072463768116
437,Alternation #3,instructor,2,110,1,7,3.7142857142857144,26,7,0,0,0,1.0,0,8,32.375,259,8,0,0,0,8,75,0.9855072463768116
438,Alternation #3,navigator,3,420,0,22,2.4545454545454546,54,21,0,1,0,1.0,0,23,22.52173913043478,518,23,0,0,0,17,79,0.9866666666666667
439,Align Last User CS,instructor,0,392,1,10,11.8,118,0,10,0,0,1.0,0,18,10.222222222222221,184,0,17,1,0,67,92,
440,Align Last User CS,navigator,1,336,1,14,3.7857142857142856,53,14,0,0,0,1.0,0,24,12.625,303,23,0,1,0,58,91,0.4927536231884058
441,Align Last User CS,instructor,2,200,1,7,16.714285714285715,117,6,0,1,0,0.8571428571428571,1.0,11,10.181818181818182,112,10,1,0,1,36,94,0.4927536231884058
442,Align Last User CS,navigator,3,304,1,11,4.636363636363637,51,11,0,0,0,1.0,0,20,12.35,247,19,0,1,0,78,96,0.5333333333333333
443,Align Last User CS,instructor,0,331,1,12,10.166666666666666,122,1,10,1,1,0.9166666666666666,1.0,25,9.68,242,2,20,3,1,97,82,
444,Align Last User CS,navigator,1,326,1,8,5.375,43,1,6,0,1,0.875,1.0,12,13.0,156,2,7,3,1,51,58,1.7246376811594204
445,Align Last User CS,instructor,2,147,1,5,9.8,49,0,5,0,0,1.0,0,10,11.6,116,0,7,3,0,100,100,1.7246376811594204
446,Align Last User CS,navigator,3,373,1,11,3.727272727272727,41,0,11,0,0,1.0,0,21,12.904761904761905,271,0,19,2,0,88,61,0.9066666666666666
447,Switch Last User CS,instructor,0,283,1,7,8.571428571428571,60,2,5,0,4,0.7142857142857143,0.5,13,10.923076923076923,142,10,3,0,5,100,99,
448,Switch Last User CS,navigator,1,225,1,7,6.142857142857143,43,3,2,2,2,1.0,1.5,12,18.25,219,5,4,3,2,86,75,1.0289855072463767
449,Switch Last User CS,instructor,2,189,1,7,10.571428571428571,74,3,3,1,4,0.8571428571428571,1.0,13,8.923076923076923,116,6,6,1,5,79,60,1.0289855072463767
450,Switch Last User CS,navigator,3,356,1,10,6.8,68,1,5,4,1,0.7,0.5,18,13.444444444444445,242,15,2,1,2,49,47,2.32
451,Alternation #3,instructor,0,418,1,7,28.0,196,7,0,0,0,1.0,0,8,42.125,337,8,0,0,0,71,81,
452,Alternation #3,navigator,1,420,0,10,11.1,111,10,0,0,0,1.0,0,11,32.09090909090909,353,10,0,1,0,39,22,0.927536231884058
453,Alternation #3,instructor,2,420,0,10,17.6,176,10,0,0,0,1.0,0,11,37.81818181818182,416,11,0,0,0,67,63,0.927536231884058
454,Alternation #3,navigator,3,420,0,11,8.545454545454545,94,11,0,0,0,1.0,0,12,31.416666666666668,377,12,0,0,0,40,40,0.5733333333333334
455,Alternation #4,instructor,0,420,0,6,7.5,45,6,0,0,0,1.0,0,7,36.714285714285715,257,7,0,0,0,65,80,
456,Alternation #4,navigator,1,420,0,22,3.1818181818181817,70,22,0,0,0,1.0,0,23,21.91304347826087,504,23,0,0,0,76,72,0.9855072463768116
457,Alternation #4,instructor,2,160,1,6,8.0,48,6,0,0,0,1.0,0,7,20.571428571428573,144,7,0,0,0,83,86,0.9855072463768116
458,Alternation #4,navigator,3,420,0,14,2.2857142857142856,32,14,0,0,0,1.0,0,15,36.46666666666667,547,15,0,0,0,74,85,0.9866666666666667
459,GPT instructor #1,navigator,0,246,1,8,1.75,14,8,0,0,0,1.0,0,9,39.0,351,9,0,0,0,97,98,0.8536585365853658
460,GPT instructor #1,navigator,1,343,1,15,3.8666666666666667,58,15,0,0,0,1.0,0,16,28.8125,461,16,0,0,0,81,76,0.782608695652174
461,GPT instructor #1,navigator,2,202,1,9,2.3333333333333335,21,9,0,0,0,1.0,0,10,32.0,320,10,0,0,0,89,92,0.8888888888888888
462,Alternation #2,instructor,0,397,1,13,5.384615384615385,70,13,0,0,0,1.0,0,14,27.0,378,14,0,0,0,100,91,
463,Alternation #2,navigator,1,420,0,16,4.25,68,16,0,0,0,1.0,0,17,31.58823529411765,537,17,0,0,0,48,51,0.9855072463768116
464,Alternation #2,instructor,2,147,1,6,7.166666666666667,43,6,0,0,0,1.0,0,7,23.142857142857142,162,7,0,0,0,97,97,0.9855072463768116
465,Alternation #2,navigator,3,420,0,24,2.4583333333333335,59,24,0,0,0,1.0,0,25,30.76,769,24,0,1,0,62,86,0.9866666666666667
466,Random CS,instructor,0,261,1,12,7.333333333333333,88,11,0,0,0,0.5833333333333334,0.2,20,7.0,140,10,7,2,5,71,72,
467,Random CS,navigator,1,294,1,11,5.181818181818182,57,11,0,0,0,0.5454545454545454,0.75,21,11.333333333333334,238,10,9,2,5,17,41,0.927536231884058
468,Random CS,instructor,2,151,1,5,8.8,44,5,0,0,0,0.6,0.5,11,9.454545454545455,104,3,5,3,2,51,66,0.927536231884058
469,Random CS,navigator,3,334,1,11,5.181818181818182,57,11,0,0,0,0.7272727272727273,0.5,20,13.15,263,8,8,4,4,58,73,1.3866666666666667
470,Switch Last User CS,instructor,0,132,1,6,5.0,30,3,3,0,5,1.0,1.0,13,8.846153846153847,115,6,6,1,5,100,99,
471,Switch Last User CS,navigator,1,420,0,15,4.866666666666666,73,7,5,3,8,0.8666666666666667,0.7,28,12.142857142857142,340,13,13,2,10,100,100,0.9855072463768116
472,Switch Last User CS,instructor,2,141,1,6,6.833333333333333,41,3,3,0,5,1.0,1.0,12,8.0,96,5,6,1,5,91,94,0.9855072463768116
473,Switch Last User CS,navigator,3,307,1,10,5.8,58,5,4,1,6,1.0,1.2,21,12.285714285714286,258,8,10,3,5,97,94,1.2266666666666666
474,Alternation #5,instructor,0,420,0,14,1.0,14,14,0,0,0,1.0,0,27,9.0,243,25,0,2,0,81,58,
475,Alternation #5,navigator,1,420,0,11,1.3636363636363635,15,11,0,0,0,1.0,0,21,10.952380952380953,230,18,0,3,0,72,75,0.9855072463768116
476,Alternation #5,instructor,2,156,1,6,4.5,27,6,0,0,0,1.0,0,12,6.75,81,10,0,2,0,88,99,0.9855072463768116
477,Alternation #5,navigator,3,378,1,9,1.7777777777777777,16,9,0,0,0,1.0,0,17,13.705882352941176,233,16,0,1,0,20,16,1.52
478,Random CS,instructor,0,176,1,6,11.333333333333334,68,2,4,0,3,1.0,1.0,13,9.23076923076923,120,5,6,2,4,100,100,
479,Random CS,navigator,1,404,1,12,7.583333333333333,91,5,6,1,6,0.8333333333333334,0.6666666666666666,23,13.391304347826088,308,11,8,4,6,34,32,1.8115942028985508
480,Random CS,instructor,2,173,1,4,21.25,85,0,4,0,0,0.75,0.0,9,7.444444444444445,67,1,5,2,1,100,100,1.8115942028985508
481,Random CS,navigator,3,267,1,9,7.333333333333333,66,2,3,4,2,1.0,1.0,16,12.5625,201,6,8,2,4,58,30,1.16
482,Alternation #2,instructor,0,296,1,11,17.272727272727273,190,11,0,0,0,1.0,0,12,26.0,312,12,0,0,0,81,79,
483,Alternation #2,navigator,1,420,0,23,7.304347826086956,168,23,0,0,0,1.0,0,24,25.125,603,24,0,0,0,16,75,0.9855072463768116
484,Alternation #2,instructor,2,420,0,8,10.125,81,7,0,0,0,0.875,0,9,23.333333333333332,210,9,0,0,0,0,61,0.9855072463768116
485,Alternation #2,navigator,3,420,0,10,8.6,86,10,0,0,0,1.0,0,11,29.818181818181817,328,10,0,1,0,0,74,0.9866666666666667
486,Alternation #3,instructor,0,420,0,8,28.75,230,8,0,0,0,1.0,0,9,48.888888888888886,440,9,0,0,0,74,86,
487,Alternation #3,navigator,1,420,0,15,14.6,219,15,0,0,0,1.0,0,16,22.875,366,16,0,0,0,86,86,0.9855072463768116
488,Alternation #3,instructor,2,420,0,15,17.533333333333335,263,14,0,1,0,1.0,0,16,25.9375,415,16,0,0,0,31,88,0.9855072463768116
489,Alternation #3,navigator,3,420,0,15,10.066666666666666,151,15,0,0,0,1.0,0,16,34.5625,553,15,0,1,0,61,80,0.9866666666666667
490,Alternation #4,instructor,0,198,1,6,10.5,63,6,0,0,0,1.0,0,7,24.428571428571427,171,7,0,0,0,98,97,
491,Alternation #4,navigator,1,420,0,15,6.466666666666667,97,15,0,0,0,1.0,0,16,30.75,492,16,0,0,0,100,0,1.6956521739130435
492,Alternation #4,instructor,2,228,1,6,13.166666666666666,79,6,0,0,0,1.0,0,7,32.57142857142857,228,7,0,0,0,98,100,1.6956521739130435
493,Alternation #4,navigator,3,420,0,7,5.857142857142857,41,6,0,0,0,0.8571428571428571,0,4,18.5,74,4,0,0,0,0,0,0.96
494,Switch Last User CS,instructor,0,420,0,7,22.857142857142858,160,3,4,0,6,1.0,1.0,14,12.857142857142858,180,8,5,1,6,75,82,
495,Switch Last User CS,navigator,1,416,1,4,15.75,63,1,1,2,0,1.0,1.0,9,14.444444444444445,130,6,3,0,3,79,81,1.1884057971014492
496,Switch Last User CS,instructor,2,243,1,6,21.333333333333332,128,3,2,1,2,0.8333333333333334,1.0,13,6.6923076923076925,87,5,6,2,2,83,88,1.1884057971014492
497,Switch Last User CS,navigator,3,388,1,11,11.272727272727273,124,6,1,4,1,0.7272727272727273,0.5,20,14.5,290,2,15,3,2,66,76,0.9466666666666667
498,Random CS,instructor,0,420,0,5,17.0,85,0,3,2,0,0.8,0.0,11,10.090909090909092,111,4,4,3,1,99,48,
499,Random CS,navigator,1,420,0,8,6.5,52,1,5,2,2,1.0,1.0,17,13.235294117647058,225,4,11,2,3,97,50,0.9855072463768116
500,Random CS,instructor,2,254,1,5,14.2,71,2,0,3,0,1.0,0.6666666666666666,10,9.5,95,5,2,3,4,98,98,0.9855072463768116
501,Random CS,navigator,3,420,0,13,4.769230769230769,62,9,4,0,5,1.0,0.8,23,11.173913043478262,257,14,6,3,6,99,96,0.9866666666666667
502,Alternation #5,instructor,0,350,1,4,19.75,79,3,1,0,1,1.0,0,8,12.375,99,7,0,1,0,78,89,
503,Alternation #5,navigator,1,420,0,7,6.857142857142857,48,0,5,2,0,1.0,0,11,13.181818181818182,145,0,10,1,0,39,57,0.9855072463768116
504,Alternation #5,instructor,2,310,1,4,21.5,86,4,0,0,0,1.0,0,9,9.11111111111111,82,8,0,1,0,76,71,0.9855072463768116
505,Alternation #5,navigator,3,420,0,5,1.0,5,0,5,0,0,1.0,0,5,8.0,40,0,5,0,0,35,30,0.9866666666666667
506,Baseline,instructor,0,416,1,9,15.222222222222221,137,0,6,3,0,1.0,0,17,8.117647058823529,138,0,14,3,0,99,100,
507,Baseline,navigator,1,328,1,13,5.230769230769231,68,12,0,1,0,1.0,0,20,14.0,280,16,0,4,0,97,98,0.5507246376811594
508,Baseline,instructor,2,173,1,6,15.666666666666666,94,6,0,0,0,1.0,0,11,7.818181818181818,86,10,0,1,0,79,98,0.5507246376811594
509,Baseline,navigator,3,420,0,13,4.615384615384615,60,0,9,4,0,1.0,0,22,11.590909090909092,255,0,19,3,0,74,68,0.9866666666666667
510,Alternation #1,instructor,0,420,0,8,11.375,91,8,0,0,0,1.0,0,9,28.666666666666668,258,9,0,0,0,100,67,
511,Alternation #1,navigator,1,371,1,10,4.4,44,10,0,0,0,1.0,0,11,27.0,297,11,0,0,0,100,100,0.4057971014492754
512,Alternation #1,instructor,2,359,1,12,10.5,126,12,0,0,0,1.0,0,13,24.153846153846153,314,13,0,0,0,96,100,0.4057971014492754
513,Alternation #1,navigator,3,420,0,14,3.7857142857142856,53,13,1,0,2,0.9285714285714286,0,14,30.928571428571427,433,14,0,0,0,100,100,0.9733333333333334
514,Alternation #2,instructor,0,327,1,10,8.1,81,10,0,0,0,1.0,0,11,45.36363636363637,499,11,0,0,0,100,100,
515,Alternation #2,navigator,1,420,0,15,3.3333333333333335,50,14,1,0,2,0.9333333333333333,0,16,29.9375,479,16,0,0,0,100,100,0.6376811594202898
516,Alternation #2,instructor,2,231,1,13,7.923076923076923,103,13,0,0,0,1.0,0,14,20.5,287,14,0,0,0,88,100,0.6376811594202898
517,Alternation #2,navigator,3,321,1,12,2.5,30,11,0,1,0,1.0,0,13,38.46153846153846,500,12,0,1,0,100,100,0.56
518,GPT instructor #1,navigator,0,420,0,27,3.3703703703703702,91,26,0,0,0,0.9629629629629629,0,28,43.642857142857146,1222,28,0,0,0,80,90,0.9878048780487805
519,GPT instructor #1,navigator,1,420,0,22,5.7727272727272725,127,20,0,2,0,1.0,0,23,48.26086956521739,1110,23,0,0,0,100,100,0.9855072463768116
520,GPT instructor #1,navigator,2,420,0,18,7.388888888888889,133,18,0,0,0,1.0,0,19,66.6842105263158,1267,18,0,1,0,100,100,0.9777777777777777
521,Short-context CS,instructor,0,186,1,7,6.0,42,1,6,0,2,0.7142857142857143,0.4,14,9.142857142857142,128,4,7,2,5,78,90,
522,Short-context CS,navigator,1,420,0,7,1.0,7,4,3,0,3,0.8571428571428571,0.75,13,13.76923076923077,179,9,2,2,4,54,57,0.9855072463768116
523,Short-context CS,instructor,2,170,1,6,4.666666666666667,28,2,4,0,4,1.0,0.8,12,7.666666666666667,92,5,6,1,5,89,90,0.9855072463768116
524,Short-context CS,navigator,3,420,0,7,1.1428571428571428,8,0,7,0,0,0.5714285714285714,0.4,12,14.916666666666666,179,3,7,2,5,35,56,0.9866666666666667
525,Alternation #4,instructor,0,238,1,17,2.235294117647059,38,17,0,0,0,1.0,0,18,19.333333333333332,348,18,0,0,0,53,28,
526,Alternation #4,navigator,1,254,1,14,1.0,14,13,0,0,0,0.9285714285714286,0,15,25.4,381,15,0,0,0,46,66,1.1304347826086956
527,Alternation #4,instructor,2,125,1,5,4.4,22,5,0,0,0,1.0,0,6,30.833333333333332,185,6,0,0,0,27,25,1.1304347826086956
528,Alternation #4,navigator,3,420,0,29,1.5172413793103448,44,28,1,0,2,0.9655172413793104,0,30,24.5,735,29,0,1,0,14,5,0.9866666666666667
529,Switch Last User CS,instructor,0,259,1,5,14.4,72,2,2,1,2,1.0,1.0,10,9.9,99,3,5,2,3,79,67,
530,Switch Last User CS,navigator,1,389,1,10,4.4,44,7,3,0,6,0.8,0.6666666666666666,18,14.777777777777779,266,3,13,2,6,56,42,1.9420289855072463
531,Switch Last User CS,instructor,2,173,1,5,12.4,62,4,1,0,2,0.6,1.0,11,7.636363636363637,84,2,7,2,1,74,77,1.9420289855072463
532,Switch Last User CS,navigator,3,420,0,14,3.142857142857143,44,8,6,0,10,0.7857142857142857,0.7777777777777778,28,13.5,378,11,15,2,9,32,10,0.9866666666666667
533,GPT instructor #1,navigator,0,420,0,7,2.7142857142857144,19,7,0,0,0,1.0,0,8,36.75,294,8,0,0,0,100,74,0.9878048780487805
534,GPT instructor #1,navigator,1,404,1,11,1.0,11,10,1,0,2,0.9090909090909091,0,12,27.25,327,12,0,0,0,97,95,0.782608695652174
535,GPT instructor #1,navigator,2,279,1,8,1.0,8,8,0,0,0,1.0,0,9,23.333333333333332,210,9,0,0,0,95,100,0.8
536,GPT navigator #1,instructor,0,300,0,6,12.833333333333334,77,6,0,0,0,1.0,0,7,27.857142857142858,195,7,0,0,0,78,80,
537,GPT navigator #1,instructor,1,300,0,8,13.5,108,8,0,0,0,1.0,0,9,30.77777777777778,277,9,0,0,0,77,36,
538,GPT navigator #1,instructor,2,300,0,12,6.916666666666667,83,12,0,0,0,1.0,0,12,18.583333333333332,223,12,0,0,0,100,93,
539,Switch Last User CS,instructor,0,223,1,9,3.5555555555555554,32,5,4,0,8,1.0,1.0,16,8.8125,141,6,9,1,8,82,90,
540,Switch Last User CS,navigator,1,386,1,12,1.75,21,6,6,0,11,0.9166666666666666,1.0,21,14.047619047619047,295,9,11,1,10,74,78,1.536231884057971
541,Switch Last User CS,instructor,2,245,1,7,9.571428571428571,67,3,4,0,5,0.8571428571428571,1.0,12,6.666666666666667,80,7,2,3,2,94,76,1.536231884057971
542,Switch Last User CS,navigator,3,306,1,8,1.375,11,4,4,0,7,1.0,0.8571428571428571,15,14.466666666666667,217,7,6,2,7,73,71,1.12
543,Align Last User CS,instructor,0,364,1,8,8.375,67,0,3,5,0,1.0,0,15,11.133333333333333,167,0,12,3,0,66,66,
544,Align Last User CS,navigator,1,102,1,3,2.6666666666666665,8,0,2,1,0,1.0,0,7,14.0,98,0,4,3,0,88,77,0.8840579710144928
545,Align Last User CS,instructor,2,161,1,4,7.5,30,0,1,3,0,1.0,0,9,6.222222222222222,56,0,8,1,0,69,50,0.8840579710144928
546,Align Last User CS,navigator,3,405,1,13,3.6923076923076925,48,5,4,4,2,0.6923076923076923,1.0,26,11.692307692307692,304,16,9,1,5,76,38,0.8533333333333334
